sqft,floors,bedrooms,bathrooms,price
7303,2,4,2.5,392500
12220,1,5,2.5,305000
9157,2,3,2.5,735000
6137,2,4,2.5,575000
5000,1,2,1,175000
6633,2,4,2.5,291000
8970,2,4,2.5,791500
9659,1,3,2,475000
11400,1,2,1,238950
1257,2,3,3.5,470000
15324,1,4,1.75,420000
7605,2,3,2.5,440000
4300,1.5,4,1.75,656000
4310,2,3,2.5,559950
5416,1,2,2,600000
12000,1,3,1,255000
7076,1.5,4,1.5,210750
2560,1.5,4,1,485000
8076,2,3,2.5,390000
12600,1,3,2.5,405000
4500,1.5,4,1,462500
14073,1,4,2.25,435000
5434,2,3,2.5,440000
7650,1,3,1.75,299950
1024,2,2,1.5,440000
11877,1,3,2.5,312620
12324,1,3,1.5,372500
8076,2,3,2.5,297262
7245,1,4,3,735000
5034,2,3,1.5,430000
9750,1.5,2,1.75,241000
9750,1,3,1,201000
4000,1,2,1,570000
9600,1,4,1.75,538000
4244,2,3,2.5,729000
14756,1,4,1.75,331500
8064,1,2,1,110700
8448,1,3,2,245000
7111,1,3,1.75,427000
5940,1,4,1.75,650500
7440,1,2,1,335900
5133,1.5,2,2,535000
2400,1,5,2,360000
8100,1,3,2.25,294900
5934,1,2,1,460000
38900,2,4,3.5,1.77E+06
4400,1,2,1,463000
43560,1,5,1.5,332000
8116,1,4,2,199500
8116,1,4,2,247000
14024,2,4,2.5,442500
237402,1,3,2,600000
3827,2,3,2.5,449000
4500,1.5,4,1,725000
7900,1,3,1,215000
6549,1,2,1.75,582500
9371,2,4,2.25,305000
7650,2,4,2.75,734000
10072,1,3,2,300000
71874,1,5,1.75,525888
4400,1.5,4,2.5,711000
12282,1,3,1.75,360000
12350,2,5,2.5,357000
9266,1,3,1.75,235000
9720,1,3,1.75,550000
7202,1,3,1,324000
9239,1,3,2,420000
7693,2,4,2.5,450000
6770,2,5,3.5,825000
6234,2,4,2.25,272000
15653,1.5,3,2,481000
3400,1,3,1,500000
3780,1,2,1.5,448000
4220,1,2,2,480000
2890,2,3,2.5,475000
2383,2,2,2.25,472500
7616,1,4,2.25,291000
5250,1,2,1,294000
12688,1,4,2.5,1.01E+06
3129,2,3,2.5,442500
8424,1,2,1,170000
16304,1,4,2.5,1.58E+06
6000,2,3,2.25,665000
142725,3,5,4.5,1.61E+06
5000,1,2,1.75,675000
10000,1,2,1.75,279900
3245,1.5,4,1.5,875000
3867,2,3,2.5,571000
5060,1.5,3,1,320000
35021,1,3,2.5,525000
20666,1,8,2.75,1.65E+06
5082,1,3,1.75,137900
57063,2,3,2.25,440000
3870,1,3,1,360000
9576,1,4,1.5,271000
23326,1,6,3.25,465000
4596,2,4,2.5,280000
6350,1,2,1,283000
7208,1,3,1,411500
7548,1,3,2.25,282000
1499,2.5,3,2.5,535000
4350,2,4,2.5,554729
4350,2,4,2.5,868000
65340,1,3,2.5,427000
6000,1,4,1.75,455000
8500,1,2,1.75,595000
5240,2,4,2.5,400000
12415,2,4,2.5,770000
3773,2,4,2.75,742500
15600,1,4,2.5,1.25E+06
13775,1,3,2,375000
17853,2,4,2.5,1.56E+06
22880,1,4,2,545000
16625,2,4,3.25,1.05E+06
8500,1,3,1.75,1.57E+06
11163,1.5,4,1.5,178000
10390,1,3,1.75,262500
5000,1.5,3,1.75,730000
10453,1,5,1.75,395000
6650,1,3,1,355000
8541,2,3,2.5,299990
422096,1.5,4,3.25,1.13E+06
11200,2,4,2.25,425000
7552,1,2,1,349000
4816,1,4,1.75,554950
8064,1.5,6,3,326000
6975,1,4,1.75,580000
18455,2,3,2.5,699000
11290,1,3,2.75,757000
7920,1,3,1.75,335000
28500,1,3,2,660000
7334,2,4,2.75,540000
8625,2,5,2.25,320000
7918,2,3,2.5,280000
10931,1,3,2,324000
7735,1,3,1,300000
10000,2,3,1.75,360000
10153,2,3,2.5,600000
92347,1,4,1.75,950000
1804,3,3,3.25,599950
7920,1,4,1,190000
9002,1,4,1.75,350000
4600,1.5,3,1,522000
10809,2,3,2.5,850000
8800,1,3,1,308000
5000,2,6,2.25,1.02E+06
5100,1.5,3,1,397500
7967,1,3,1.75,186000
12429,1,5,3,436500
4923,1,3,2,710000
6360,2,5,3.25,1.38E+06
10682,1,3,2.25,450000
5240,1,4,2.75,375000
14659,1,2,1,315000
4165,1.5,3,1,467500
7316,1,3,1,330000
54450,1.5,3,2.5,665000
3889,3,4,3.25,760000
800,2,3,1.75,469000
1473,2,3,3,408000
10350,1,3,2.75,851000
3926,1,2,2,410000
10500,1,2,1,235000
4500,1,2,1,207100
16360,1,4,2.5,560000
12786,2,3,2.75,903000
4800,2,3,1.75,998500
13600,1.5,4,1.75,268500
33000,1,2,1.75,494950
11200,2,4,2.5,1.13E+06
12096,1,3,2,250000
54450,1,4,1.75,449000
7700,1,3,2.25,1.23E+06
7700,1,4,2,325000
8000,1,5,3,506000
6538,2,4,2.5,751000
22326,2,3,2.5,280000
60373,2,4,2.25,1.12E+06
81021,1,3,1.75,580000
5300,1,4,2.25,665000
8515,2,4,2.5,450000
117176,1.5,4,1,389900
5252,1,3,1,427000
12618,1,3,1.75,265000
2996,2,3,1.5,398000
4500,2,6,3.5,354000
6086,2,4,2.5,339950
4000,1,2,1,399000
5000,1,2,2,325000
8000,1,3,2,998800
2248,1.5,4,2.5,350000
11436,1,4,1.75,1.00E+06
5277,2,3,2.5,561000
6685,1,2,1,245000
6685,1,2,1,570000
4000,1.5,4,3,845000
9600,2,4,2.5,314500
9370,1,3,1.75,650000
5000,1,2,1,298000
3200,1,2,1,500000
12248,2,4,2.5,870000
6732,1,2,1,299000
6450,1,3,2.25,527000
7638,1,3,1,420000
8764,2,3,2.5,290000
19200,1,4,2.75,1.66E+06
9334,1,3,1.75,499990
4000,1,3,1.75,315000
26266,2,4,2.25,425000
46609,2,3,2.5,630000
7205,1.5,3,1.75,365000
7000,2,4,2.75,774000
12186,1,3,1.5,368888
7862,2,4,2.5,339500
7500,1,4,1.75,344950
17688,1,3,2,450000
6626,2,4,2.75,814950
5730,2,4,2.5,299900
7828,1,3,2,315000
9000,1,3,1.75,880000
5200,1,3,1.5,195000
8279,2,5,2.75,910000
10189,2,5,2.5,540000
5874,2,3,2.5,306000
7600,1,4,2.25,272000
8504,2,5,3.5,1.30E+06
9258,1,3,1.75,450000
12793,2,3,2.5,450000
11075,1.5,4,1,310000
11285,1,2,2.25,530000
10125,2,4,2.5,435000
11222,1,3,2,485000
4000,2,3,1.5,690000
4000,2,4,2.5,305000
7000,1,3,1.75,300000
5050,1,4,3,289950
9600,2,3,2.5,575000
53330,2,4,4.5,1.82E+06
9600,1,3,1.5,219000
8170,1,4,3,265000
5000,2,5,3.25,1.11E+06
7590,1,3,1,200000
8480,1,4,2.75,545000
8404,2,3,2.5,378000
4800,1,2,1.75,388000
8384,1,4,2.25,425000
746,2,2,1.5,536000
23180,1,3,2.5,1.18E+06
1620,2,3,2.5,629950
5350,1,4,1.75,465000
40510,1,4,2.25,545000
11165,2,4,2.5,592000
43692,1,4,2,446000
816,3,3,2.5,375000
7096,2,5,2.5,632500
9747,1,4,1.75,459950
35073,2,4,2.5,485000
11330,1,3,1,255000
7200,1,3,2,251750
6300,2,3,2.5,725000
1194,3,3,3.25,460000
6341,1,3,2.5,625000
6760,1,3,1.75,530000
8172,2,3,2.5,394950
9240,1,4,1.75,324950
1985,2,3,2.25,330000
8171,1,4,1.75,220000
11070,2,3,3.25,685000
7680,1,3,2.25,500000
9426,1,4,2.75,368000
7975,2,3,2.25,825000
2774,1,6,1.75,660000
7416,1,3,1.75,253000
19923,1,4,2.75,392500
5400,2,3,1.75,605000
10384,1,3,1,215000
15000,2,4,2.5,650000
8000,2,4,2,877500
8450,1,3,1,232500
3624,2,2,2,234000
104108,1,3,1.75,380000
64033,1,5,2.25,420000
9600,1,3,1,399950
8991,1,3,2.5,256750
9626,2,3,2.5,535000
2738,2,3,2,515000
8442,1,4,1.75,770000
5113,1,3,2.5,256000
8910,1,3,1,489900
7200,1,3,1.5,165000
7742,1,3,1.5,220000
20793,2,4,2.5,575000
5725,2,3,2.5,375000
7145,2,3,1.75,422250
9600,1,3,1.75,420000
7140,2,4,2.5,608000
4000,1.5,3,2.25,620000
12406,2,3,2.5,850000
9928,1,4,2.5,463000
13290,1,5,1.75,750000
13264,2,3,3.25,1.07E+06
6498,1,3,2,290000
5959,1,4,1.75,525000
2980,2,3,2.25,319000
8504,2,6,4.5,592500
14298,2,3,2.5,350000
9775,1,3,1.75,454900
9018,2,4,2.25,272000
10125,1,3,1,357500
5000,1,3,1.75,285000
6861,1,4,2,280000
7800,1,4,1.5,477000
168000,2,3,2.25,750000
3125,2,4,2.5,595000
2850,3,3,2.25,525000
53400,1,3,1.75,319000
5665,1,3,2,225000
10603,1,4,2.5,485000
4814,1.5,3,1,341000
6744,2,3,3.25,674000
8169,2,3,2.5,442250
38180,2,4,2.25,591000
8928,1,3,2,276000
4400,1,3,2.5,394000
3192,1,3,2.5,355000
14850,1,3,2.5,260000
9620,1,3,2.75,300000
9620,1,3,2.75,310000
6900,1,3,1,209000
7419,1,3,2,344950
7200,1,5,2,230000
7680,1,3,1.75,336950
7378,1,3,2.75,700000
7332,1,3,2,230000
21781,2,4,2.5,443500
21781,2,4,2.5,471000
16301,1,3,2.25,595000
4914,1.5,3,1,470000
7800,1,4,1.75,600000
9525,2.5,4,3.75,1.38E+06
13241,1,3,1.75,427800
8395,1,4,2,445000
7679,1,3,1.75,382000
20251,1,3,1.5,577000
108464,2,3,2.5,427000
8206,1,3,1,255000
10000,1,3,1,240000
6551,1.5,5,3.25,1.23E+06
7200,1,4,1.75,435000
13529,1,3,1.75,1.45E+06
5502,2,4,3,425000
4200,1,2,1,393000
7500,1,4,1,264950
9699,2,4,2.5,746500
8100,1,3,1,450000
7466,1,3,2,229950
4000,1,2,1,425000
26211,2,4,2.5,2.56E+06
66613,1.5,4,3.5,1.40E+06
9047,2,3,2.25,753000
5750,1,2,1,310000
6014,1,2,1,395000
28703,1,3,2.5,725000
7650,2,4,3,295000
8820,1,3,1.75,225000
35153,3,3,3.25,1.70E+06
8831,1,3,2.25,431000
8057,1,3,2.5,358500
3600,1,2,1,595000
20682,2,4,2.5,468000
8100,1,4,1,260000
7300,1.5,3,2,375000
4200,2,3,2.5,295000
8909,1,4,2.5,403900
12823,1,3,1.75,269950
1975,2,3,3.5,640000
8789,1,3,1,221000
7532,1,3,1.75,255000
4469,2,4,2.5,300000
7410,1,3,2.25,270000
5750,1,4,1.75,575000
9800,1,3,1.5,246900
1132,2,2,2.5,635000
67756,1,3,2,450000
7500,1,3,1,215000
21870,2,3,3.5,785000
8154,1,4,3,522500
1934,2,2,1.5,150000
18537,1,2,1.75,199950
12445,2,4,4.25,3.00E+06
44967,2,3,2,379900
7051,2,4,2.5,950000
5150,2,6,2.75,865000
9600,1,3,1.75,785000
8400,1,3,2.25,245700
12825,1,3,2.25,951000
3500,1,3,1.75,499950
36537,1,3,1.75,257000
3600,1.5,3,2,549000
21052,2,3,2.75,1.60E+06
7920,3,5,3.75,1.40E+06
3000,1.5,3,2,619000
5917,1,5,3,311000
7781,1,5,2.25,600000
5267,2,4,3.5,1.08E+06
6600,1,2,1,436000
8000,1,2,1,205000
54014,1,3,2.25,514000
2983,2,2,2.5,530000
6983,2,5,2.5,511000
19865,2,4,1.75,2.10E+06
5460,2,5,2.5,370000
6000,1,4,1.75,500000
129808,2,4,2.5,710000
5196,1,1,1,270000
8400,1.5,3,1.75,415000
15580,2,5,4.5,1.80E+06
8976,1,3,1.75,236000
2229,2,2,2.5,278000
5338,1,3,2.25,312000
5338,1,3,2.25,539000
2750,2,3,3,498000
29043,2,4,3,857000
13500,1,3,1.75,780000
5000,1,3,2,650000
7088,1,4,1.75,559500
6448,1,2,1,219950
8410,2,4,2.25,671500
52707,2,4,2.5,813000
8875,1,3,2.25,182000
2500,1,2,1,203700
3600,1.5,4,1.75,740000
17965,1,2,1,230000
11117,1,3,1,128000
6628,1,3,1,345000
6246,2,4,2.5,663000
8085,2,3,2.5,329950
7005,3,3,2.25,1.05E+06
4050,1,3,1.75,402300
16164,1.5,4,2.5,492000
5000,1,4,2.5,448000
7800,1,3,1,273000
7200,1,3,1,335000
3600,1.5,3,3.75,695000
7903,1,3,1,279000
2700,1,2,1.75,485000
10580,2,4,2.5,383000
37451,2,4,2.5,490000
1263,2,2,1.5,240000
7250,1,2,1,285000
24539,2,3,1.5,524950
27081,2,4,2.5,729000
8250,1,3,1.75,460000
2114,1.5,3,1.5,687500
15118,1,5,2.75,1.17E+06
10050,2,4,2.25,825000
6359,2,2,2.5,314950
12669,1,3,2,470000
8815,1,3,1.5,500000
7260,1.5,3,1.5,313000
3840,1,2,1,445000
8750,1,4,1.75,300000
5077,1.5,4,2.5,619500
5240,1,3,1.5,305000
941,3,3,2.5,874000
5146,2,3,2,477500
4500,1,3,2,700000
5222,2,4,3.5,515000
9385,2,4,2.5,590000
8239,1,3,1.75,205000
9302,2,3,3.25,310000
7280,2,2,2.25,442500
41458,2,4,3.5,1.08E+06
46609,2,4,2.5,530000
6204,1,4,1.75,343500
4066,1.5,4,1.75,334900
9000,1,4,1.75,544300
4050,2,3,2.5,370000
6908,1,3,1.75,245000
3250,1.5,4,1.75,535000
6550,1,2,1,202000
4960,2,4,2.25,490000
3075,2,4,1.5,651500
8056,1,4,2.5,270000
8072,2,3,3.5,1.16E+06
1309,2,2,1.5,289000
13503,1,3,1.5,240000
6117,1,3,1.75,790000
9621,2,3,2.25,350000
1682,2,3,3.5,246950
6000,1,3,1,400000
6394,2,4,2.5,533000
8645,1,3,1,198400
8547,2,4,2.5,495000
14565,2,4,2.5,862000
14565,2,4,2.5,870000
9726,1,4,1.75,875000
5840,2,6,3.5,317000
6838,2,4,2.75,325000
5000,1.5,2,1.5,615000
7846,2,4,2.5,334950
7807,2,3,2.5,775000
9135,1,4,2.5,600000
2218,1.5,3,1.75,565000
5026,1,2,1,292500
10418,1,3,2.25,825000
156816,2,3,2.5,495000
4773,2,3,1.5,525000
2500,1,1,1,438600
8158,1,3,2.25,507000
8400,1,3,1.75,275900
6251,2,4,2.5,1.17E+06
6000,1,4,1.75,275000
3060,1,3,0.75,355000
9579,1,4,2,233000
5000,1.5,3,2.5,666000
9000,1,4,2.5,317500
10319,1,4,2,420000
8800,2,4,2,290000
10758,1,3,2,320000
5284,2,3,2.5,650000
7171,1,3,1.75,325000
5000,1,3,1,165000
16194,1,3,1.75,500000
12197,1,4,1.5,443000
8686,1,3,1.5,213400
9380,1,4,1.75,480000
7233,1,4,2.25,275000
3044,2,3,2.5,299880
1501,2,3,3.5,499950
17100,1,5,3,1.71E+06
9460,1,4,2.75,550000
7476,2,4,2.5,300000
4000,1,3,1.75,920000
15929,2,4,3.25,2.30E+06
3060,1.5,4,2.75,620000
20400,1,3,1,253500
13777,1.5,4,2.75,978000
9856,2,4,2.5,387500
6906,1,3,1,325000
1308,3,3,2.5,568000
7754,2,4,2.5,525000
12708,2,3,2.5,560000
4075,2,3,2.5,394000
4956,1,2,1,484950
12690,1,3,2.75,1.30E+06
2767,2,3,2.5,315000
32496,1,4,2.25,590000
5700,1,1,1,106000
9528,2,3,2.5,751000
3500,1,2,1,474000
3171,1,2,2,189000
3172,2,3,2.5,440500
2216,2,3,2.5,1.02E+06
4667,1,2,2,589000
7651,2,3,2.25,273000
18892,1,3,3.25,950000
1055,2,2,1.5,277700
8163,2,3,2.25,299900
15603,1,3,1,235000
4800,2,2,2,464000
9826,1,3,1.75,281000
8870,1.5,3,1,320000
6302,2,4,2,282000
8900,1,4,1.75,745000
3900,1,3,1.75,245000
3900,1,3,1.75,250000
2374,2,3,2.5,470000
1077,2,3,3.5,216650
8412,1,3,1,440000
7972,2,4,2.5,590000
35283,1,5,2.5,935000
5717,2,3,3.5,848000
5823,2,5,4.25,827500
3192,2,6,3,1.13E+06
5663,1,2,2.25,630000
9022,1.5,5,1,340000
10918,1,4,2.75,570000
5575,2,4,4,2.75E+06
9614,1,4,2.5,514500
12625,1,2,1,360000
8775,1,4,1.5,228900
4000,2,3,2.75,660000
5800,2,4,2.5,647000
8625,1,3,1.75,366000
7986,1,5,1.75,354000
5900,2,4,3.5,850000
5782,2,3,2.5,496700
8300,1,3,2,300000
8075,1,3,1,390000
7200,2,3,2.25,350000
7200,2,3,2.25,561000
10065,1,3,1.75,475000
1174,2,3,1.5,275000
13500,1,3,1.75,290000
6725,1,3,2.5,199000
4338,2,4,2.5,279900
5500,2,4,2.25,1.66E+06
10200,1,3,2.5,405000
15860,1,4,2.25,615000
12543,1,3,1.75,268000
5444,1.5,4,1.5,451000
9854,1,2,2.75,850000
16553,2,5,2.25,1.18E+06
6150,1,2,1,245000
3340,1,2,1.75,450000
1168,2,3,3.5,370350
1256,3,3,2.5,543000
8975,1,2,2,265000
4611,2,3,2.5,497000
9727,1,4,2.25,419000
4500,2,4,2.5,545800
10730,1,3,1,403000
8235,1.5,3,2,195000
2600,2,4,2.5,1.13E+06
8925,1,5,1.75,255000
8040,1,2,1.5,500000
5390,1,4,2.75,855000
9200,1.5,4,2,390000
8470,1,3,2,339000
3672,2,4,3.5,1.33E+06
17918,1,4,1.5,429900
8560,1,3,1.5,370900
7636,1,3,1,457500
2601,2,4,2.5,499000
11500,1,2,1,225000
4000,1,3,1.75,615000
1146,3,2,1.5,455000
7500,1,3,1,458000
7416,1,3,2.25,580000
8019,2,5,4.5,966000
10332,1,4,1.75,240000
3298,1,1,1,229050
1407,3,3,2.25,328500
10100,1,3,1.5,319000
5000,1.5,4,2,650000
1971,2,3,2.5,398500
16306,1,1,1,250000
11989,1,3,2,815000
5002,2,3,2.75,1.07E+06
219542,2,3,2.25,510000
6138,1,2,1.75,156000
7264,2,4,2.75,254500
15020,1,3,2.5,760000
6732,2,3,2.5,210000
7715,2,3,2.5,349950
6784,2.5,3,2,676000
3052,2,4,3.5,475000
4392,1.5,4,2.75,880000
26162,2,4,3.25,1.21E+06
5000,1,3,1.5,420000
8114,1,3,1,607000
19283,2,4,1.75,475000
2500,1,2,1.75,395000
10454,1,4,1.75,650000
85377,1,5,2.75,625000
42159,2,3,3,849000
9480,1,3,1.5,429950
5260,2,3,2.5,825000
5000,1,2,1,505000
2828,2,2,1,265000
8400,1,3,1,283000
7500,1,3,2.75,560000
13636,2,4,2.5,765000
31411,1,5,2.75,610000
4799,1,3,2.5,589000
8580,1.5,3,1,192500
13363,1,3,3.25,3.20E+06
6120,1,3,1,550000
3760,1.5,2,1.5,460000
11385,1,4,2.25,264500
2496,1,3,1,339000
4200,3,4,3.5,950000
9718,1,3,1.75,677500
8120,2,4,2.5,690000
7452,1,4,2.25,312000
11617,1,5,1.75,840000
5100,2,3,3.5,357500
6480,1,3,1.5,675000
11441,2,3,2.75,515000
1860,2,4,2.5,491234
6265,1,3,2,290000
7820,1,4,2.5,490000
10424,1,4,2,810000
13200,1,3,1.5,252000
9719,2,3,2.5,299999
5000,2,3,2.75,400000
6000,1.5,5,2,530000
53882,1,3,2,357000
5555,1,3,1.75,365000
5060,2,4,2.5,804000
2640,1,3,2,808250
7289,2,4,2.5,360000
10956,1,3,1.75,240000
5840,1,2,2,335000
8775,1,3,1.75,380000
250470,1,3,1.75,350000
7955,1,3,1,194000
7194,1,3,1,310000
15134,1,3,1.75,315000
8050,1,3,1.75,258950
932,2,2,2.25,479000
9750,1,5,1.5,510000
6875,1,3,2,400000
38012,2,4,3.5,1.45E+06
5000,1.5,5,2,680000
5760,2.5,6,3,1.75E+06
9417,1,3,1.75,335000
9760,1,5,2.5,460000
8119,1,4,2.25,440000
2983,1,2,2,412250
4031,2,3,1.5,185000
8140,1,3,2,286500
6691,2,4,2.5,422000
35362,2,3,2.25,408000
19988,1,2,1,306500
5188,2,4,2.5,359900
6058,2,3,2.5,560000
21303,1,3,1,259875
21303,1,3,1,385000
16345,1,1,1,188000
5801,1.5,4,3.25,1.14E+06
10094,1,3,1,255000
8622,2,4,2.75,1.19E+06
4240,1,4,1.75,635200
8250,2,3,1.75,355000
1755,3.5,3,2.5,544000
3145,2,3,1.5,402000
4163,1.5,4,1.5,575000
9705,1,3,1.75,216000
9748,2,4,3.5,1.20E+06
6744,2,4,3.25,850000
1204,2,3,2,238000
4431,1.5,4,1.75,625000
4000,2,5,3.25,1.11E+06
5503,2,3,2.5,820000
5290,1,3,2.5,355000
7998,1,4,1.5,495000
33310,2,5,2.5,1.30E+06
4000,2,3,2.5,398750
7784,2,4,2.5,835000
10579,1,6,2.75,705000
5000,2,4,1.5,625000
6926,2,4,2.5,550000
5085,1,3,1.5,540000
2820,1,2,1,519000
8734,2,4,2.5,311000
7000,1,4,2.5,305000
35070,1.5,4,2.75,395000
6923,1,4,1.5,275000
1863,2,3,3.25,450000
6000,1,2,1,324000
12793,2,5,3.25,2.80E+06
2452,1.5,4,1,565000
7920,2,4,1.75,373000
1890,1.5,2,2,613000
9996,1,4,2.25,614000
8989,1,4,1.75,595000
12086,1,2,1,440000
12412,1,3,1.5,425000
6380,1,2,1,407000
9038,1,3,1.5,472000
1262,3,3,2.5,472000
28300,1,5,2.75,1.25E+06
5752,1,3,1.75,412000
5000,1,3,1,717000
7076,1,3,1,425000
7200,1,4,2,299999
7694,1,3,2,254000
10511,1,3,1,178500
3600,1,3,1.75,800000
5623,1,3,1,420000
9251,1,2,1,319900
7552,1,2,1.5,350000
17580,1,6,2.75,968000
1306,3,3,2,491000
9824,2,3,2.5,948000
9577,2,3,2.5,900000
9800,1,3,1.75,270000
7347,1,3,1.5,198000
21158,1,2,1,250000
3720,2,4,2.5,615000
7749,2,3,2.5,550000
3438,2,2,2.5,190000
11171,1,4,2.25,629000
8301,1,3,1.75,434000
4163,1,3,1,415885
3035,1,3,2.5,550000
6034,1,1,0.75,272000
35000,2,3,2.5,665000
7405,1,3,2,510000
17700,1,3,2,530000
16000,1,3,1,355000
9102,1,4,1,255000
9000,2,4,2.75,790000
9335,2,5,1.75,695000
8400,1,2,2,255000
5794,1.5,3,2.25,410000
16532,1,4,2.75,650000
3615,1.5,4,1.75,675000
1029,2,2,2.5,332888
6900,1,3,1.75,300000
11824,1,4,1.5,320000
10726,1,5,2.25,342500
72309,2,4,2.5,752875
26540,2,5,3.5,1.73E+06
1642,1,1,0.5,255000
9337,2,3,2.5,244000
11438,2,5,3.25,1.42E+06
12812,1,3,1,218000
10617,1.5,4,1,359000
13559,2,4,2.75,840000
226076,2,5,3.75,900000
65340,1.5,4,1.75,205000
7295,2,3,2.5,205000
5432,2,2,1.5,500000
5405,2,4,2.5,510000
244716,2,6,4.25,1.14E+06
3000,2,4,2.25,1.55E+06
61014,1,3,1.5,210000
32565,1,3,1.75,597500
101529,1.5,2,1,400000
6992,1,3,1,412000
1756,3,2,1.5,299950
4325,1.5,4,3,1.08E+06
8824,2,4,2.5,422500
10227,1,3,2,410000
7000,2,4,3.25,1.40E+06
8000,1,3,2,245000
12327,1.5,4,3,720000
7200,1,2,1,315000
1302,2,2,2.5,191950
5001,2,4,2.5,455000
3135,1.5,3,1.5,523000
4420,2,3,2.25,250000
4120,1.5,3,3,294000
6000,1,3,2.25,490000
5750,1,4,1,310000
10489,1,3,1.5,265000
10500,1,4,1.75,402000
188200,1,2,2.5,705000
7941,2,4,2.5,589450
8404,1,3,1.5,219950
5301,2,3,2.25,750000
6000,1,2,1.75,478000
7015,1,3,1,170000
31941,1,4,2.25,489950
16940,1.5,2,2.25,1.37E+06
7000,2,3,2.5,319950
4200,1,2,1,208417
5100,1,4,2,410000
4205,1,4,2.75,590000
10229,1,3,1.75,648000
6194,2,3,2.5,255000
3267,2,4,2.75,465000
10714,1,4,1.75,622000
9800,1,3,1.75,306000
5500,2,3,2.5,617000
6480,1,3,1.75,438750
4500,2,4,3,1.28E+06
8029,2,5,3.25,995000
74487,2,4,2.5,1.58E+06
5500,1.5,5,2.75,635000
9000,1,3,1,215000
1090,3,3,2.5,530000
4125,1,2,1,295000
6775,1,3,2.25,245000
17112,1,6,2.5,400000
8820,2,3,2.75,303000
9675,1.5,3,1.75,330000
13000,2,3,1.75,700000
4400,1,1,1,126000
35802,1.5,4,1,850000
7425,1,3,2,405000
4400,2,6,4.5,869900
6775,1,3,1.75,485000
1173,2,2,2,400000
4650,2,3,2.5,299950
9099,2,4,2.5,585000
5413,2,4,2,495000
17168,2,5,4.5,2.20E+06
14080,2,3,2.25,447000
9239,1,3,1,206000
4600,1,3,1,500000
5511,2,4,2.5,302500
13000,2,4,4.25,1.25E+06
5423,1,2,1,391000
5457,2,3,2,250000
5350,2,4,2.5,435000
14722,1,4,2.25,160000
6508,1,5,3,451000
7158,1,2,1,206000
5400,2,4,2.75,590000
17622,2,3,2.5,695000
40752,1,3,1.5,350000
4628,2,5,3.5,1.24E+06
11200,1,6,2.25,395000
9652,2,5,3,419000
4665,1,2,2,592350
5669,2,5,3.25,855000
7200,2,4,2.5,771000
43350,1,3,2.25,325000
6060,2,5,3.25,1.85E+06
6731,1,4,1.75,545000
5175,1,3,1.75,615000
7439,1,2,1,625500
15000,1,3,1.5,232000
7439,1,3,1.5,168000
7439,1,3,1.5,238000
7401,2,3,2.5,260000
7500,1,3,1.75,460000
11535,1,3,2.5,900000
8280,1,3,1,289950
5858,1,3,1.75,265000
20349,1,4,2.25,465000
7201,1,3,1.5,370000
9880,1,2,1.5,240000
5911,1,4,2,232000
7560,1,3,1,237502
5500,2,4,3.5,1.28E+06
11545,1,4,2.25,957000
4875,1,3,1.5,218000
8366,1,3,1.5,205000
1592,2,3,3.25,350000
5787,2,4,2.5,256000
7654,1,3,1,275000
9604,2,4,2.5,372000
9825,1.5,3,3.25,688888
24792,2,2,1,170000
7910,1,5,2.25,530000
7661,2,4,3.25,905000
5070,1,4,2.5,365000
10584,1,4,2.5,312000
7680,1,2,1.75,400000
5765,1,2,2,278750
11995,1,3,2,510000
806,3,2,2.25,527700
4000,1.5,4,2.75,740000
17209,2,4,2.5,512000
8216,2,5,2.5,362000
6600,1,3,1,225000
4322,2,3,2.25,491500
10230,1,4,1.75,429950
9800,1,3,1,375000
4000,1,2,1,199400
9346,2,4,2.5,364900
7560,1,3,1.5,324950
4000,1,5,2,467000
5400,1,3,1,380000
10850,1,3,2.25,250000
4021,1.5,4,1,700000
9620,1,3,1,206990
3400,1,3,1.75,670000
6969,1,2,1,315000
7500,2,3,2.5,319950
8272,1,3,1.5,419000
11419,1,3,2,205000
4745,2,4,2.5,335000
5100,1,3,1.75,397000
2020,1,2,1,370000
9920,1,4,2.25,330000
14300,1,4,3.5,1.79E+06
16300,1,3,2,399000
189486,2,4,1.75,400000
6404,1,3,2,249900
3880,1,3,1.5,717000
8336,2,4,2.5,319000
3800,2,4,3,635000
7573,1,3,1,355000
32840,2,5,3.25,1.60E+06
12519,1,4,1.75,585000
7800,1,3,2,320000
10200,2,3,1.75,305495
14690,1,4,2,240000
8750,1,5,2.5,199950
8114,2,4,3.25,1.62E+06
21744,2,3,3.5,770000
3179,2,4,2.25,255000
8925,1,4,2.25,289000
8804,2,4,3,494500
9619,1,3,2.25,746000
13000,2,4,3,385000
10513,2,4,2.5,688100
3150,1.5,4,2.5,870300
8474,1.5,3,1,310000
5654,2,3,2.5,500000
7770,1,3,2.25,255000
7080,1,3,2.75,1.48E+06
9465,1,3,1,154500
8058,1,3,2.25,425000
7491,2,4,2.5,700000
3943,1,2,1,410500
7080,1,3,2,432000
4080,1.5,3,1.5,530000
8640,1,3,2,465000
5600,2,3,2.5,498688
21450,1,3,1,573500
13474,2,4,2.75,349900
12519,1,3,1,220000
6771,1,2,1,260000
4000,1,2,1,290000
3240,1.5,4,1.5,615000
5638,2,4,3.5,730000
167869,2,4,3.25,1.95E+06
10500,2,3,2.25,332500
